document_id,title,document_type,topic,content,summary,department,project,system,technology,author_id,author_role,created_date,updated_date,status,approval_status,version,is_current,is_superseded,supersedes_document_id,authority_level,confidentiality_level,owner_team,source_type,url_or_reference,language
DOC-0186,Technical Design Document: Caching Guidelines for Core Infrastructure,Technical Design Document,caching,Technical assessment and standard guidelines regarding caching implementation for Core Infrastructure system Inventory System.,Comprehensive architecture guidelines covering caching within Core Infrastructure.,Platform,Core Infrastructure,Inventory System,Caching,emp_951,Principal Engineer,2025-08-05,2026-03-02,Draft,Rejected,2.0,True,False,,Principal Engineer,Restricted,Platform Core Team,Confluence,https://wiki.org/docs/DOC-0186,en
DOC-0187,Deprecated Document: Security Guidelines for Project Alpha,Deprecated Document,security,Technical assessment and standard guidelines regarding security implementation for Project Alpha system Inventory System.,Comprehensive architecture guidelines covering security within Project Alpha.,Security,Project Alpha,Inventory System,Security,emp_647,Engineer,2026-03-07,2026-06-22,Active,Approved,2.2,True,False,,Engineer,Public,Security Core Team,Git Markdown,https://wiki.org/docs/DOC-0187,en
DOC-0188,Security Recommendation: Backend Architecture Guidelines for Project Gamma,Security Recommendation,backend architecture,Technical assessment and standard guidelines regarding backend architecture implementation for Project Gamma system Auth Service.,Comprehensive architecture guidelines covering backend architecture within Project Gamma.,Platform,Project Gamma,Auth Service,Backend Architecture,emp_870,Engineer,2026-06-01,2026-07-21,Superseded,Rejected,1.1,False,True,,Engineer,Internal,Platform Core Team,Confluence,https://wiki.org/docs/DOC-0188,en
DOC-0189,Standard: Infrastructure Guidelines for Core Infrastructure,Standard,infrastructure,Technical assessment and standard guidelines regarding infrastructure implementation for Core Infrastructure system User Portal.,Comprehensive architecture guidelines covering infrastructure within Core Infrastructure.,Data Engineering,Core Infrastructure,User Portal,Infrastructure,emp_483,Project Notes,2023-08-07,2026-05-27,Draft,Under Review,1.1,True,False,,Project Notes,Public,Data Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0189,en
DOC-0190,Security Recommendation: Authentication Guidelines for Project Alpha,Security Recommendation,authentication,"Title: Security Recommendation for Project Alpha
Department: Product

SAML 2.0 enterprise SSO is required for corporate internal access in Project Alpha.",Comprehensive architecture guidelines covering authentication within Project Alpha.,Product,Project Alpha,Data Pipeline,SAML 2.0,emp_419,Senior Engineer,2023-07-22,2024-09-17,Draft,Draft,2.2,True,False,,Senior Engineer,Confidential,Product Core Team,Confluence,https://wiki.org/docs/DOC-0190,en
DOC-0191,Engineering Note: Authorization Guidelines for Project Alpha,Engineering Note,authorization,Technical assessment and standard guidelines regarding authorization implementation for Project Alpha system Event Bus.,Comprehensive architecture guidelines covering authorization within Project Alpha.,Product,Project Alpha,Event Bus,Authorization,emp_793,Chief Architect,2026-03-20,2026-05-21,Draft,Under Review,2.2,True,False,,Chief Architect,Confidential,Product Core Team,Git Markdown,https://wiki.org/docs/DOC-0191,en
DOC-0192,Architecture Decision Record: Security Guidelines for Core Infrastructure,Architecture Decision Record,security,Technical assessment and standard guidelines regarding security implementation for Core Infrastructure system Data Pipeline.,Comprehensive architecture guidelines covering security within Core Infrastructure.,Platform,Core Infrastructure,Data Pipeline,Security,emp_505,Engineer,2025-02-19,2025-09-09,Draft,Rejected,2.0,True,False,,Engineer,Internal,Platform Core Team,Confluence,https://wiki.org/docs/DOC-0192,en
DOC-0193,Project Documentation: Authentication Guidelines for Project Omega,Project Documentation,authentication,"Title: Project Documentation for Project Omega
Department: Engineering

Basic Auth with custom API keys is permitted for internal legacy services in Project Omega.",Comprehensive architecture guidelines covering authentication within Project Omega.,Engineering,Project Omega,Data Pipeline,Basic Auth,emp_433,Senior Engineer,2023-07-27,2024-03-16,Draft,Rejected,3.1,True,False,,Senior Engineer,Confidential,Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0193,en
DOC-0194,Meeting Decision: Observability Guidelines for Project Gamma,Meeting Decision,observability,Technical assessment and standard guidelines regarding observability implementation for Project Gamma system Inventory System.,Comprehensive architecture guidelines covering observability within Project Gamma.,Product,Project Gamma,Inventory System,Observability,emp_933,Senior Architect,2026-02-25,2026-08-01,Active,Approved,2.0,True,False,,Senior Architect,Internal,Product Core Team,Confluence,https://wiki.org/docs/DOC-0194,en
DOC-0195,Standard: Cloud Providers Guidelines for Project Omega,Standard,cloud providers,Technical assessment and standard guidelines regarding cloud providers implementation for Project Omega system Metrics Engine.,Comprehensive architecture guidelines covering cloud providers within Project Omega.,Security,Project Omega,Metrics Engine,Cloud Providers,emp_688,Senior Architect,2023-05-17,2024-05-31,Draft,Rejected,3.2,True,False,,Senior Architect,Internal,Security Core Team,Git Markdown,https://wiki.org/docs/DOC-0195,en
DOC-0196,Security Recommendation: Cloud Providers Guidelines for Project Beta,Security Recommendation,cloud providers,Technical assessment and standard guidelines regarding cloud providers implementation for Project Beta system Inventory System.,Comprehensive architecture guidelines covering cloud providers within Project Beta.,Architecture,Project Beta,Inventory System,Cloud Providers,emp_986,Architecture Board,2026-05-04,2026-05-05,Draft,Rejected,2.2,True,False,,Architecture Board,Confidential,Architecture Core Team,Confluence,https://wiki.org/docs/DOC-0196,en
DOC-0197,Project Documentation: Caching Guidelines for Project Delta,Project Documentation,caching,Technical assessment and standard guidelines regarding caching implementation for Project Delta system Payment Gateway.,Comprehensive architecture guidelines covering caching within Project Delta.,Platform,Project Delta,Payment Gateway,Caching,emp_914,Architecture Board,2022-08-22,2022-10-27,Draft,Draft,2.0,True,False,,Architecture Board,Confidential,Platform Core Team,Git Markdown,https://wiki.org/docs/DOC-0197,en
DOC-0198,Deprecated Document: Networking Guidelines for Project Omega,Deprecated Document,networking,Technical assessment and standard guidelines regarding networking implementation for Project Omega system Payment Gateway.,Comprehensive architecture guidelines covering networking within Project Omega.,Data Engineering,Project Omega,Payment Gateway,Networking,emp_374,Chief Architect,2025-08-14,2026-02-17,Active,Approved,2.2,True,False,,Chief Architect,Internal,Data Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0198,en
DOC-0199,Meeting Decision: Frontend Architecture Guidelines for Enterprise Gateway,Meeting Decision,frontend architecture,Technical assessment and standard guidelines regarding frontend architecture implementation for Enterprise Gateway system Search Engine.,Comprehensive architecture guidelines covering frontend architecture within Enterprise Gateway.,Platform,Enterprise Gateway,Search Engine,Frontend Architecture,emp_560,Architecture Board,2022-12-15,2023-06-11,Draft,Rejected,1.0,True,False,,Architecture Board,Internal,Platform Core Team,Git Markdown,https://wiki.org/docs/DOC-0199,en
DOC-0200,Engineering Note: Observability Guidelines for Enterprise Gateway,Engineering Note,observability,Technical assessment and standard guidelines regarding observability implementation for Enterprise Gateway system Metrics Engine.,Comprehensive architecture guidelines covering observability within Enterprise Gateway.,DevOps,Enterprise Gateway,Metrics Engine,Observability,emp_730,Senior Architect,2025-05-27,2025-09-09,Draft,Under Review,3.1,True,False,,Senior Architect,Restricted,DevOps Core Team,Confluence,https://wiki.org/docs/DOC-0200,en
DOC-0201,Technical Design Document: Logging Guidelines for Project Gamma,Technical Design Document,logging,Technical assessment and standard guidelines regarding logging implementation for Project Gamma system Search Engine.,Comprehensive architecture guidelines covering logging within Project Gamma.,Data Engineering,Project Gamma,Search Engine,Logging,emp_795,Unverified,2021-10-05,2025-12-19,Draft,Rejected,2.2,True,False,,Unverified,Internal,Data Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0201,en
DOC-0202,Engineering Note: Cloud Providers Guidelines for Core Infrastructure,Engineering Note,cloud providers,Technical assessment and standard guidelines regarding cloud providers implementation for Core Infrastructure system User Portal.,Comprehensive architecture guidelines covering cloud providers within Core Infrastructure.,Architecture,Core Infrastructure,User Portal,Cloud Providers,emp_601,Engineer,2024-03-28,2026-01-04,Draft,Draft,2.1,True,False,,Engineer,Public,Architecture Core Team,Confluence,https://wiki.org/docs/DOC-0202,en
DOC-0203,Policy: Authentication Guidelines for Project Delta,Policy,authentication,"Title: Policy for Project Delta
Department: Data Engineering

OAuth 2.0 with OpenID Connect (OIDC) via Okta is mandatory for all user authentication in Project Delta.",Comprehensive architecture guidelines covering authentication within Project Delta.,Data Engineering,Project Delta,Search Engine,OAuth2/OIDC,emp_565,Senior Engineer,2022-11-02,2026-02-05,Active,Approved,2.2,True,False,,Senior Engineer,Restricted,Data Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0203,en
DOC-0204,Security Recommendation: Security Guidelines for Project Beta,Security Recommendation,security,Technical assessment and standard guidelines regarding security implementation for Project Beta system User Portal.,Comprehensive architecture guidelines covering security within Project Beta.,Security,Project Beta,User Portal,Security,emp_374,Project Notes,2025-08-24,2026-01-16,Draft,Draft,1.2,True,False,,Project Notes,Confidential,Security Core Team,Confluence,https://wiki.org/docs/DOC-0204,en
DOC-0205,Engineering Note: Apis Guidelines for Project Alpha,Engineering Note,APIs,Technical assessment and standard guidelines regarding APIs implementation for Project Alpha system Inventory System.,Comprehensive architecture guidelines covering APIs within Project Alpha.,Engineering,Project Alpha,Inventory System,Apis,emp_227,Architecture Board,2023-06-23,2026-01-12,Active,Approved,2.0,True,False,,Architecture Board,Internal,Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0205,en
DOC-0206,Security Recommendation: Kubernetes Guidelines for Project Alpha,Security Recommendation,Kubernetes,Technical assessment and standard guidelines regarding Kubernetes implementation for Project Alpha system Event Bus.,Comprehensive architecture guidelines covering Kubernetes within Project Alpha.,DevOps,Project Alpha,Event Bus,Kubernetes,emp_184,Principal Engineer,2024-09-22,2026-07-18,Superseded,Under Review,3.1,False,True,,Principal Engineer,Internal,DevOps Core Team,Confluence,https://wiki.org/docs/DOC-0206,en
DOC-0207,Draft Document: Authorization Guidelines for Project Alpha,Draft Document,authorization,Technical assessment and standard guidelines regarding authorization implementation for Project Alpha system Inventory System.,Comprehensive architecture guidelines covering authorization within Project Alpha.,Platform,Project Alpha,Inventory System,Authorization,emp_235,Chief Architect,2022-04-09,2025-03-07,Superseded,Rejected,3.1,False,True,,Chief Architect,Public,Platform Core Team,Git Markdown,https://wiki.org/docs/DOC-0207,en
DOC-0208,Technical Design Document: Cloud Providers Guidelines for Project Delta,Technical Design Document,cloud providers,Technical assessment and standard guidelines regarding cloud providers implementation for Project Delta system User Portal.,Comprehensive architecture guidelines covering cloud providers within Project Delta.,Engineering,Project Delta,User Portal,Cloud Providers,emp_191,Engineer,2021-07-31,2023-05-03,Draft,Draft,1.1,True,False,,Engineer,Internal,Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0208,en
